consumer_id,observation_start,observation_end,primary_platform,region,device_type,source_count,ecommerce_events,marketing_events,search_platform_events,social_events,session_count,active_days,total_interactions,searches,unique_search_terms,product_views,product_clicks,add_to_cart,wishlist_adds,purchases,total_spend,average_order_value,product_diversity,category_diversity,recency_days,repeat_purchase_rate,engagement_events,content_views,content_likes,content_saves,content_shares,ad_impressions,ad_clicks,ad_ctr,email_opens,email_clicks,campaign_engagements,campaign_conversions,campaign_conversion_rate,search_frequency_per_day,engagement_frequency_per_day,repeat_search_rate,commercial_intent_score,cross_category_interactions,social_engagements,text_topic_events,interest_term_count,visual_events,visual_object_detections,fitness_score,wellness_score,technology_score,fashion_score,travel_score,learning_score,entertainment_score,food_score,home_score,finance_score,dominant_behavioral_domain,identity_orientation_ground_truth,identity_strength_ground_truth,emerging_identity_ground_truth,identity_change_score_ground_truth,future_need_category_ground_truth,future_purchase_probability_ground_truth,future_purchase_30d_ground_truth,future_purchase_value_ground_truth
C08344,2026-05-01,2026-06-29,Search,Central,Mobile,4,4,3,0,2,3,2,9,0,0,0,0,0,0,0,0.0,0.0,7,4,1,0.0,1,0,0,0,0,17,1,0.0588,4,1,2,0,0.0,0.0,0.5,0.0,0.271,7,2,1,5,0,0,18.43,34.24,21.21,38.14,52.87,29.92,61.47,28.44,18.86,20.76,Entertainment,Entertainment & Social Experience Seeker,76.6,Travel & Adventure Explorer,29.8,Travel & Experiences,0.3034,0,0.0
C08345,2026-05-01,2026-06-29,E-commerce,South,Mobile,3,111,19,19,29,21,2,178,39,22,75,46,20,2,7,1118.16,159.74,10,3,4,0.905,54,27,6,4,2,51,3,0.0588,8,3,12,1,0.0833,19.5,27.0,0.835,0.839,4,6,4,6,1,3,28.99,40.15,23.39,22.72,100.0,41.46,35.81,18.83,9.62,23.27,Travel,Travel & Adventure Explorer,74.3,Travel & Adventure Explorer,0.0,Travel & Experiences,0.391,0,0.0
C08346,2026-05-01,2026-06-29,E-commerce,North,Mobile,4,38,13,2,14,44,16,67,6,3,31,16,5,0,1,184.46,184.46,4,3,18,0.0,16,18,1,2,1,20,1,0.05,1,0,2,0,0.0,0.38,1.0,0.323,1.0,8,2,1,7,1,2,65.74,70.2,38.65,35.7,31.13,41.97,35.67,49.55,28.18,23.11,Wellness,Balanced Multi-Interest Consumer,68.3,Health-Conscious Lifestyle Adopter,43.3,Fitness & Wellness,0.5763,0,0.0
C08347,2026-05-01,2026-06-29,E-commerce,North,Desktop,3,213,99,22,42,45,15,376,74,43,165,92,32,9,11,3904.53,354.96,13,4,3,0.966,105,61,14,8,3,58,3,0.0517,7,2,19,2,0.1053,4.93,7.0,0.796,0.828,3,3,2,5,0,0,10.7,32.26,41.87,27.57,3.51,89.89,29.48,25.38,36.13,39.28,Learning,Learning-Oriented Explorer,79.1,Learning-Oriented Explorer,2.5,Learning & Education,0.4794,1,533.3
C08348,2026-05-01,2026-06-29,Social,West,Mobile,4,82,20,11,29,19,10,142,27,16,59,34,11,3,4,1280.43,320.11,10,5,3,0.803,44,24,10,3,2,86,4,0.0465,4,1,15,1,0.0667,2.7,4.4,0.615,0.833,9,5,3,7,2,6,33.8,30.23,62.44,29.19,16.88,93.41,22.92,22.71,32.32,35.04,Learning,Learning-Oriented Explorer,82.6,Technology-Oriented Adopter,24.8,Technology & Digital Tools,0.4025,1,406.17
C08349,2026-05-01,2026-06-29,Search,South,Mobile,4,4,1,0,1,2,2,6,0,0,6,3,1,0,0,0.0,0.0,6,3,6,0.0,1,0,0,0,0,7,0,0.0,1,0,0,0,0.0,0.0,0.5,0.0,1.0,8,1,1,6,0,0,30.09,10.75,20.04,42.8,57.29,31.94,97.34,30.66,25.34,21.83,Entertainment,Entertainment & Social Experience Seeker,77.5,Entertainment & Social Experience Seeker,4.1,Entertainment & Experiences,0.3405,0,0.0
C08350,2026-05-01,2026-06-29,E-commerce,North,Mobile,4,234,115,0,76,44,18,387,84,47,163,76,29,3,11,1866.29,169.66,14,3,26,0.949,110,71,18,7,5,17,1,0.0588,2,1,20,2,0.1,4.67,6.11,0.844,0.701,3,14,8,5,2,6,24.62,21.97,40.56,45.03,52.01,14.61,99.19,36.98,31.11,12.18,Entertainment,Entertainment & Social Experience Seeker,80.9,Entertainment & Social Experience Seeker,0.0,Entertainment & Experiences,0.4042,1,278.14
C08351,2026-05-01,2026-06-29,E-commerce,North,Desktop,3,45,21,0,20,17,4,84,20,12,36,20,8,1,3,391.21,130.4,9,4,2,0.695,20,14,4,1,0,168,7,0.0417,5,2,13,1,0.0769,5.0,5.0,0.589,0.753,10,18,10,6,2,6,28.61,25.35,90.83,15.82,34.92,48.35,30.55,26.83,27.95,58.11,Technology,Technology-Oriented Adopter,76.4,Technology-Oriented Adopter,1.1,Technology & Digital Tools,0.3394,0,0.0
C08352,2026-05-01,2026-06-29,Search,West,Mobile,2,18,8,2,7,6,2,35,7,4,19,11,4,1,1,220.46,220.46,8,4,14,0.0,8,7,2,1,0,66,3,0.0455,2,1,6,0,0.0,3.5,4.0,0.0,0.937,5,8,4,5,1,3,32.38,30.74,37.87,38.77,26.93,27.34,17.97,32.03,81.22,64.0,Home,Home & Lifestyle Optimizer,72.8,Finance-Aware Planner,52.4,Finance & Planning,0.5932,1,365.32
C08353,2026-05-01,2026-06-29,Search,South,Desktop,4,30,7,11,7,16,12,55,13,7,19,11,4,1,1,222.79,222.79,9,3,2,0.0,14,10,1,1,0,13,1,0.0769,2,1,3,0,0.0,1.08,1.17,0.301,0.588,9,5,3,6,1,3,37.27,28.33,24.04,9.64,97.78,28.16,41.44,28.18,28.22,34.64,Travel,Travel & Adventure Explorer,77.1,Travel & Adventure Explorer,0.0,Travel & Experiences,0.3243,0,0.0
C08354,2026-05-01,2026-06-29,Search,East,Mobile,3,10,5,7,6,8,7,28,3,2,11,5,2,1,1,210.61,210.61,7,4,0,0.0,14,12,1,2,1,16,1,0.0625,3,1,3,0,0.0,0.43,2.0,0.0,0.896,13,3,2,6,1,3,49.0,66.89,25.22,33.51,23.16,21.13,28.03,77.9,53.49,11.21,Food,Food & Wellness Explorer,80.2,Home & Lifestyle Optimizer,40.2,Home & Lifestyle,0.4236,1,232.88
C08355,2026-05-01,2026-06-29,Social,South,Mobile,3,136,64,0,30,25,16,212,43,25,91,51,21,3,7,1989.67,284.24,8,4,7,0.876,70,42,11,7,3,53,2,0.0377,3,1,14,1,0.0714,2.69,4.38,0.815,0.843,10,7,4,5,5,15,17.37,38.71,28.68,41.37,26.45,19.45,26.35,47.43,94.93,29.09,Home,Home & Lifestyle Optimizer,73.3,Home & Lifestyle Optimizer,0.0,Home & Lifestyle,0.4231,1,266.96
C08356,2026-05-01,2026-06-29,Search,North,Mobile,4,178,101,73,58,46,17,410,62,35,139,64,17,3,5,903.54,180.71,8,3,18,0.762,90,77,13,8,3,33,1,0.0303,6,2,16,1,0.0625,3.65,5.29,0.866,0.707,7,9,4,3,0,0,39.4,46.84,39.94,40.49,55.36,50.99,43.73,50.38,38.72,35.47,Travel,Balanced Multi-Interest Consumer,67.2,Balanced Multi-Interest Consumer,2.8,Lifestyle & Personal Development,0.4447,0,0.0
C08357,2026-05-01,2026-06-29,E-commerce,North,Mobile,3,117,27,17,55,40,25,216,33,19,77,33,8,2,2,383.14,191.57,9,4,5,0.481,37,42,9,4,2,32,1,0.0312,2,0,10,1,0.1,1.32,1.48,0.745,0.753,14,3,1,3,0,0,46.45,38.92,41.79,40.8,42.38,41.84,35.96,37.51,35.03,40.98,Fitness,Balanced Multi-Interest Consumer,71.3,Balanced Multi-Interest Consumer,0.0,Lifestyle & Personal Development,0.4937,1,294.7
C08358,2026-05-01,2026-06-29,E-commerce,North,Mobile,4,17,9,4,5,10,12,35,11,6,12,7,3,0,1,123.3,123.3,13,3,1,0.0,11,5,4,0,1,26,2,0.0769,4,1,7,1,0.1429,0.92,0.92,0.0,0.566,8,4,2,5,0,0,46.07,80.32,30.59,17.2,22.28,33.59,28.08,97.32,26.22,13.6,Food,Food & Wellness Explorer,85.8,Food & Wellness Explorer,0.0,Food & Nutrition,0.3548,1,263.46
C08359,2026-05-01,2026-06-29,Social,West,Mobile,4,26,9,0,12,15,2,41,12,7,16,8,3,1,1,222.9,222.9,9,4,6,0.0,15,5,2,1,0,31,2,0.0645,1,0,4,0,0.0,6.0,7.5,0.206,0.643,7,2,1,6,0,0,57.16,75.91,21.5,27.69,24.88,28.73,32.54,94.48,34.6,15.87,Food,Food & Wellness Explorer,86.6,Food & Wellness Explorer,1.4,Food & Nutrition,0.3673,1,371.67
C08360,2026-05-01,2026-06-29,Social,North,Mobile,3,48,23,17,36,16,2,124,29,16,56,32,12,1,4,642.06,160.51,11,3,1,0.746,43,21,8,5,2,83,3,0.0361,2,1,12,1,0.0833,14.5,21.5,0.57,0.809,7,6,4,5,2,6,23.39,27.19,63.0,20.5,19.0,42.75,27.79,0.87,29.77,100.0,Finance,Finance-Aware Planner,85.7,Finance-Aware Planner,0.0,Finance & Planning,0.3091,0,0.0
C08361,2026-05-01,2026-06-29,Social,West,Mobile,3,117,80,33,42,35,22,272,58,35,107,61,23,2,8,2166.09,270.76,15,5,3,0.837,77,55,16,6,3,45,2,0.0444,5,2,20,2,0.1,2.64,3.5,0.773,0.829,10,8,5,4,6,18,30.6,21.98,92.56,25.57,31.02,58.99,49.83,17.87,26.61,42.11,Technology,Technology-Oriented Adopter,84.2,Technology-Oriented Adopter,4.1,Technology & Digital Tools,0.3572,0,0.0
C08362,2026-05-01,2026-06-29,Email,North,Mobile,4,35,11,15,19,21,6,80,11,6,40,21,9,1,3,699.74,233.25,9,3,1,0.678,22,17,3,1,1,33,2,0.0606,1,0,5,0,0.0,1.83,3.67,0.176,1.0,5,2,1,6,2,6,27.3,14.32,30.6,37.54,38.24,30.81,87.41,30.87,20.93,17.66,Entertainment,Entertainment & Social Experience Seeker,77.0,Balanced Multi-Interest Consumer,33.9,Lifestyle & Personal Development,0.3638,0,0.0
C08363,2026-05-01,2026-06-29,E-commerce,North,Mobile,4,39,19,0,18,21,7,71,20,12,29,16,6,2,2,324.83,162.42,5,4,6,0.496,17,19,5,1,1,63,4,0.0635,6,2,11,1,0.0909,2.86,2.43,0.761,0.676,8,6,4,6,1,3,19.07,21.18,27.59,43.24,40.8,11.65,94.47,37.27,18.97,20.68,Entertainment,Entertainment & Social Experience Seeker,79.8,Entertainment & Social Experience Seeker,0.0,Entertainment & Experiences,0.4166,1,227.13
C08364,2026-05-01,2026-06-29,E-commerce,West,Tablet,3,316,152,0,102,38,14,515,104,60,220,115,41,8,15,3674.64,244.98,13,4,6,0.978,155,96,24,14,5,81,4,0.0494,4,1,29,2,0.069,7.43,11.07,0.897,0.75,12,10,6,6,0,0,19.05,28.86,89.94,34.96,12.37,66.81,28.64,16.01,33.73,36.39,Technology,Technology-Oriented Adopter,73.0,Technology-Oriented Adopter,0.0,Technology & Digital Tools,0.3813,0,0.0
C08365,2026-05-01,2026-06-29,E-commerce,West,Desktop,4,40,13,5,19,17,8,77,18,10,37,20,8,1,3,606.54,202.18,11,3,9,0.72,21,17,7,2,0,40,2,0.05,1,0,9,1,0.1111,2.25,2.62,0.359,0.812,9,8,5,5,2,6,25.64,28.91,63.6,18.77,21.39,32.54,15.33,20.91,22.26,98.78,Finance,Finance-Aware Planner,82.8,Finance-Aware Planner,2.8,Finance & Planning,0.3632,1,312.78
C08366,2026-05-01,2026-06-29,E-commerce,North,Desktop,4,60,32,47,27,17,15,166,29,17,57,25,8,2,3,595.64,198.55,4,5,26,0.6,37,35,8,3,2,40,2,0.05,4,1,11,1,0.0909,1.93,2.47,0.901,0.672,10,5,3,5,5,13,49.31,54.21,34.43,32.74,26.26,25.75,24.18,66.29,65.69,31.86,Food,Food & Wellness Explorer,75.6,Home & Lifestyle Optimizer,42.5,Home & Lifestyle,0.3396,1,384.22
C08367,2026-05-01,2026-06-29,Social,North,Mobile,2,366,90,28,127,39,13,611,120,67,254,121,48,11,18,2666.79,148.16,11,3,13,0.944,179,119,31,14,7,31,2,0.0645,9,3,36,3,0.0833,9.23,13.77,0.916,0.741,5,18,10,3,2,6,35.44,25.0,27.22,25.3,90.55,34.43,30.9,31.48,29.95,26.53,Travel,Travel & Adventure Explorer,74.5,Travel & Adventure Explorer,0.0,Travel & Experiences,0.3651,0,0.0
C08368,2026-05-01,2026-06-29,Search,Central,Desktop,4,152,88,43,108,36,13,391,79,47,154,72,20,2,7,1553.96,221.99,10,5,10,0.793,106,72,17,10,4,100,5,0.05,14,4,26,2,0.0769,6.08,8.15,0.876,0.698,18,12,7,4,4,11,18.1,9.03,24.84,80.93,42.89,23.53,58.11,32.92,21.0,20.75,Fashion,Fashion & Lifestyle Explorer,74.2,Entertainment & Social Experience Seeker,36.5,Entertainment & Experiences,0.3667,1,240.67
C08369,2026-05-01,2026-06-29,Search,East,Desktop,4,219,134,18,83,60,24,454,91,55,193,109,36,9,14,2638.04,188.43,12,5,27,0.924,130,80,23,8,4,33,2,0.0606,4,1,26,2,0.0769,3.79,5.42,0.894,0.805,8,5,3,6,0,0,21.59,18.69,33.63,100.0,14.31,11.28,41.0,24.09,44.7,17.79,Fashion,Fashion & Lifestyle Explorer,90.2,Fashion & Lifestyle Explorer,0.0,Fashion & Lifestyle,0.3817,0,0.0
C08370,2026-05-01,2026-06-29,Search,North,Mobile,3,125,30,0,53,37,19,203,31,18,69,32,10,2,3,619.95,206.65,10,4,12,0.626,42,40,8,4,1,65,3,0.0462,6,2,13,1,0.0769,1.63,2.21,0.647,0.72,9,2,1,3,0,0,37.08,52.84,38.2,44.6,29.48,35.22,25.97,52.6,55.88,35.96,Home,Balanced Multi-Interest Consumer,67.8,Home & Lifestyle Optimizer,31.8,Home & Lifestyle,0.3897,1,457.04
C08371,2026-05-01,2026-06-29,E-commerce,South,Desktop,4,129,44,50,79,28,12,302,45,26,95,34,9,1,3,648.2,216.07,7,4,25,0.617,68,67,13,5,2,37,1,0.027,3,1,15,1,0.0667,3.75,5.67,0.852,0.571,8,6,3,4,3,6,40.06,49.64,43.52,36.7,36.81,47.5,48.88,47.32,35.62,40.84,Wellness,Balanced Multi-Interest Consumer,66.1,Balanced Multi-Interest Consumer,0.0,Lifestyle & Personal Development,0.363,0,0.0
C08372,2026-05-01,2026-06-29,E-commerce,West,Desktop,4,40,21,10,17,15,7,88,18,10,33,18,7,2,3,749.83,249.94,8,3,2,0.654,22,10,3,2,0,10,1,0.1,17,6,10,1,0.1,2.57,3.14,0.52,0.711,5,10,6,6,4,12,22.66,35.54,55.56,15.89,20.84,38.72,14.75,15.45,26.35,90.15,Finance,Finance-Aware Planner,79.1,Finance-Aware Planner,0.2,Finance & Planning,0.4345,0,0.0
C08373,2026-05-01,2026-06-29,E-commerce,South,Mobile,3,100,38,21,61,24,7,220,47,27,89,50,21,2,7,1072.93,153.28,10,4,5,0.833,66,39,12,4,2,16,1,0.0625,3,1,14,1,0.0714,6.71,9.43,0.767,0.779,8,9,5,8,1,3,56.66,78.57,37.82,24.56,14.61,28.36,12.71,88.83,31.34,12.18,Food,Food & Wellness Explorer,80.7,Food & Wellness Explorer,0.6,Food & Nutrition,0.3373,0,0.0
C08374,2026-05-01,2026-06-29,E-commerce,North,Mobile,3,112,46,0,22,28,12,180,36,21,76,40,14,3,4,586.34,146.58,10,4,6,0.815,57,38,7,4,2,50,2,0.04,8,3,12,1,0.0833,3.0,4.75,0.721,0.759,11,5,3,6,1,3,33.14,40.2,83.58,17.74,21.77,51.57,17.68,22.23,23.4,47.83,Technology,Technology-Oriented Adopter,75.5,Technology-Oriented Adopter,0.0,Technology & Digital Tools,0.4386,0,0.0
C08375,2026-05-01,2026-06-29,E-commerce,South,Mobile,4,10,7,4,5,11,2,26,0,0,11,4,1,0,0,0.0,0.0,5,5,2,0.0,2,9,4,0,0,5,0,0.0,3,1,5,0,0.0,0.0,1.0,0.0,1.0,8,8,4,3,2,4,54.79,37.52,35.8,43.41,32.19,48.12,45.84,39.08,40.79,40.18,Fitness,Balanced Multi-Interest Consumer,70.8,Balanced Multi-Interest Consumer,3.7,Lifestyle & Personal Development,0.4667,1,318.04
C08376,2026-05-01,2026-06-29,Social,Central,Mobile,4,40,25,1,20,8,7,86,18,10,31,16,7,1,2,558.81,279.4,12,3,32,0.524,29,17,5,3,1,49,3,0.0612,6,2,10,1,0.1,2.57,4.14,0.323,0.716,6,13,8,6,1,3,30.75,25.56,99.66,28.62,27.51,59.39,18.85,24.79,25.28,51.45,Technology,Technology-Oriented Adopter,80.1,Technology-Oriented Adopter,0.0,Technology & Digital Tools,0.3133,0,0.0
C08377,2026-05-01,2026-06-29,Social,West,Mobile,4,14,6,1,4,8,2,25,2,1,12,7,3,1,1,133.15,133.15,8,4,5,0.0,11,5,1,3,0,23,1,0.0435,2,1,3,0,0.0,1.0,5.5,0.0,1.0,4,3,2,4,0,0,10.45,20.03,94.86,16.55,19.52,44.58,21.45,13.66,25.79,75.56,Technology,Technology-Oriented Adopter,82.0,Finance-Aware Planner,25.3,Finance & Planning,0.4106,0,0.0
C08378,2026-05-01,2026-06-29,E-commerce,East,Tablet,4,40,14,2,19,18,15,75,12,7,31,17,5,1,2,271.81,135.9,6,4,13,0.52,27,11,4,1,0,26,1,0.0385,2,1,6,0,0.0,0.8,1.8,0.545,0.84,5,3,2,5,1,3,83.0,79.03,32.93,5.13,5.68,25.5,30.35,68.94,31.27,34.85,Fitness,Health-Conscious Lifestyle Adopter,69.8,Food & Wellness Explorer,22.0,Food & Nutrition,0.3141,0,0.0
C08379,2026-05-01,2026-06-29,E-commerce,Central,Desktop,3,61,30,25,20,22,10,136,18,10,42,17,5,0,1,218.63,218.63,11,4,0,0.0,33,27,5,3,0,77,3,0.039,7,2,10,1,0.1,1.8,3.3,0.411,0.673,9,10,5,5,2,4,33.26,44.83,43.47,47.72,43.13,48.51,31.8,33.03,37.21,28.21,Learning,Balanced Multi-Interest Consumer,68.4,Balanced Multi-Interest Consumer,0.0,Lifestyle & Personal Development,0.381,0,0.0
C08380,2026-05-01,2026-06-29,Search,South,Mobile,3,210,98,144,70,33,12,522,102,59,214,116,45,10,15,3212.63,214.18,12,4,10,0.92,152,95,25,10,5,63,3,0.0476,9,3,31,3,0.0968,8.5,12.67,0.877,0.795,8,2,1,5,4,12,33.87,17.22,43.43,90.79,34.02,10.49,54.06,28.54,41.93,19.65,Fashion,Fashion & Lifestyle Explorer,75.5,Fashion & Lifestyle Explorer,0.0,Fashion & Lifestyle,0.4131,0,0.0
C08381,2026-05-01,2026-06-29,Social,East,Desktop,3,66,14,0,31,29,21,103,24,14,40,20,8,2,3,674.89,224.96,10,4,2,0.635,32,23,7,3,2,19,1,0.0526,6,2,10,1,0.1,1.14,1.52,0.563,0.69,8,5,3,6,1,3,18.32,36.45,46.87,23.68,16.67,89.83,31.55,18.53,16.43,36.58,Learning,Learning-Oriented Explorer,88.5,Learning-Oriented Explorer,0.0,Learning & Education,0.4132,0,0.0
C08382,2026-05-01,2026-06-29,E-commerce,East,Mobile,3,96,46,13,28,16,3,183,35,20,70,33,12,3,4,871.24,217.81,12,4,15,0.749,53,41,12,6,2,41,2,0.0488,5,2,16,1,0.0625,11.67,17.67,0.722,0.687,13,9,5,7,3,9,97.24,88.41,28.99,27.44,8.64,13.39,14.27,80.73,25.62,22.45,Fitness,Health-Conscious Lifestyle Adopter,83.2,Health-Conscious Lifestyle Adopter,0.0,Fitness & Wellness,0.6356,1,345.2
C08383,2026-05-01,2026-06-29,E-commerce,East,Mobile,4,74,31,76,23,13,9,204,33,19,75,35,12,1,4,497.61,124.4,9,4,4,0.769,49,39,9,5,2,114,5,0.0439,7,2,16,1,0.0625,3.67,5.44,0.7,0.809,4,7,4,3,4,11,22.35,13.91,34.19,76.77,46.47,17.12,60.51,31.53,24.71,32.23,Fashion,Fashion & Lifestyle Explorer,75.7,Entertainment & Social Experience Seeker,39.7,Entertainment & Experiences,0.375,0,0.0
C08384,2026-05-01,2026-06-29,E-commerce,North,Mobile,3,12,3,4,2,8,2,21,7,4,13,6,2,1,1,182.46,182.46,8,3,7,0.0,4,8,5,2,1,22,1,0.0455,0,0,6,1,0.1667,3.5,2.0,0.0,0.629,9,1,1,5,1,3,18.16,19.02,28.46,35.05,50.03,19.83,93.7,32.62,22.05,18.93,Entertainment,Entertainment & Social Experience Seeker,76.6,Entertainment & Social Experience Seeker,0.0,Entertainment & Experiences,0.3871,0,0.0
C08385,2026-05-01,2026-06-29,Social,West,Mobile,2,2,1,0,1,2,2,4,4,2,0,0,0,0,0,0.0,0.0,4,5,13,0.0,0,0,1,1,1,25,1,0.04,2,1,3,0,0.0,2.0,0.0,0.0,0.263,16,1,0,3,0,0,32.15,41.57,41.38,42.04,49.55,61.8,40.62,24.05,35.81,42.24,Learning,Balanced Multi-Interest Consumer,70.8,Learning-Oriented Explorer,30.4,Learning & Education,0.3967,0,0.0
C08386,2026-05-01,2026-06-29,Search,North,Desktop,3,9,5,0,4,6,2,17,2,1,6,3,1,0,0,0.0,0.0,9,4,25,0.0,11,4,1,2,1,7,0,0.0,3,1,2,0,0.0,1.0,5.5,0.0,0.715,10,3,2,6,0,0,30.09,32.2,28.98,44.57,18.93,17.23,27.31,52.73,90.0,46.92,Home,Home & Lifestyle Optimizer,76.0,Home & Lifestyle Optimizer,2.0,Home & Lifestyle,0.3257,1,308.55
C08387,2026-05-01,2026-06-29,Search,South,Mobile,4,13,5,2,5,10,2,25,7,4,1,1,0,0,1,132.47,132.47,6,4,2,0.0,16,5,3,1,1,7,0,0.0,3,1,4,0,0.0,3.5,8.0,0.093,0.269,4,3,2,5,2,6,50.15,68.91,28.01,29.78,16.73,21.15,19.12,82.22,46.33,23.81,Food,Food & Wellness Explorer,81.0,Home & Lifestyle Optimizer,41.2,Home & Lifestyle,0.1954,1,206.93
C08388,2026-05-01,2026-06-29,E-commerce,North,Desktop,2,18,6,4,4,9,10,32,8,5,24,14,5,1,2,346.65,173.32,10,4,17,0.535,13,15,3,1,1,35,2,0.0571,0,0,5,0,0.0,0.8,1.3,0.0,1.0,10,2,1,6,0,0,21.06,21.27,65.31,17.68,5.59,37.09,18.33,17.59,27.15,99.05,Finance,Finance-Aware Planner,76.6,Finance-Aware Planner,0.0,Finance & Planning,0.4534,0,0.0
C08389,2026-05-01,2026-06-29,Social,North,Mobile,4,1661,461,399,388,91,37,2909,498,289,1083,506,181,46,67,11798.5,176.1,16,4,16,0.968,701,569,123,56,24,271,13,0.048,0,0,136,10,0.0735,13.46,18.95,1.0,0.806,11,22,11,5,0,0,31.34,41.95,47.8,26.03,36.45,70.05,37.12,29.37,30.23,39.51,Learning,Balanced Multi-Interest Consumer,73.1,Learning-Oriented Explorer,28.4,Learning & Education,0.5264,0,0.0
C08390,2026-05-01,2026-06-29,Social,West,Desktop,4,3,1,0,1,3,6,5,8,5,2,1,0,0,0,0.0,0.0,6,5,2,0.0,6,2,2,0,0,5,0,0.0,1,0,2,0,0.0,1.33,1.0,0.228,0.326,13,1,1,5,0,0,36.12,30.31,40.6,30.25,16.41,97.37,23.21,29.35,24.84,25.49,Learning,Learning-Oriented Explorer,75.7,Learning-Oriented Explorer,1.6,Learning & Education,0.4382,0,0.0
C08391,2026-05-01,2026-06-29,Search,West,Mobile,3,25,13,11,17,24,16,66,14,8,26,9,3,0,1,138.09,138.09,5,4,2,0.0,12,13,0,0,0,8,0,0.0,1,0,0,0,0.0,0.88,0.75,0.657,0.501,4,3,1,5,1,2,42.52,38.05,48.57,56.54,39.28,47.58,44.34,48.42,43.85,37.78,Fashion,Balanced Multi-Interest Consumer,72.6,Balanced Multi-Interest Consumer,0.0,Lifestyle & Personal Development,0.4227,0,0.0
C08392,2026-05-01,2026-06-29,Search,South,Mobile,4,572,171,46,235,65,27,1024,170,102,366,146,41,11,12,3507.52,292.29,11,5,19,0.885,231,208,45,19,9,9,0,0.0,6,2,47,3,0.0638,6.3,8.56,0.932,0.687,8,6,3,3,0,0,56.79,56.77,26.37,37.96,16.49,33.64,17.87,54.46,61.06,32.21,Home,Home & Lifestyle Optimizer,72.1,Health-Conscious Lifestyle Adopter,53.4,Fitness & Wellness,0.5182,1,470.51
C08393,2026-05-01,2026-06-29,Email,Central,Mobile,3,408,83,0,166,78,48,652,104,62,234,97,28,8,9,913.77,101.53,12,5,6,0.858,151,126,25,12,5,171,6,0.0351,5,1,32,2,0.0625,2.17,3.15,0.869,0.69,5,21,10,4,5,12,52.96,34.68,32.57,40.48,38.5,49.96,38.52,33.84,38.17,31.27,Fitness,Balanced Multi-Interest Consumer,69.7,Balanced Multi-Interest Consumer,0.0,Lifestyle & Personal Development,0.4092,1,192.14
C08394,2026-05-01,2026-06-29,Search,West,Mobile,3,109,65,48,88,34,12,310,63,35,124,54,21,3,8,1376.13,172.02,13,3,10,0.805,84,59,14,8,3,48,2,0.0417,5,2,18,1,0.0556,5.25,7.0,0.84,0.71,4,10,6,5,2,6,34.84,32.57,82.67,42.28,25.2,39.69,30.91,21.7,35.22,47.24,Technology,Technology-Oriented Adopter,79.2,Balanced Multi-Interest Consumer,31.5,Lifestyle & Personal Development,0.4777,1,260.78
C08395,2026-05-01,2026-06-29,Search,East,Desktop,3,12,5,0,5,7,8,19,0,0,10,5,2,0,1,90.01,90.01,8,4,2,0.0,1,5,0,1,0,20,1,0.05,1,0,1,0,0.0,0.0,0.12,0.0,1.0,4,1,1,5,0,0,95.97,84.96,32.61,28.85,25.33,27.6,20.44,73.51,27.51,31.79,Fitness,Health-Conscious Lifestyle Adopter,85.7,Health-Conscious Lifestyle Adopter,2.9,Fitness & Wellness,0.7466,0,0.0
C08396,2026-05-01,2026-06-29,Social,West,Desktop,3,36,23,0,20,31,17,77,18,11,32,18,7,2,3,449.59,149.86,8,5,7,0.714,18,16,3,2,2,9,1,0.1111,1,0,4,0,0.0,1.06,1.06,0.595,0.695,13,4,2,6,1,3,19.82,24.09,55.24,2.29,21.22,30.2,17.01,22.66,26.4,100.0,Finance,Finance-Aware Planner,79.1,Finance-Aware Planner,5.9,Finance & Planning,0.3763,0,0.0
C08397,2026-05-01,2026-06-29,Social,West,Mobile,3,33,20,11,14,21,11,78,17,10,37,19,6,0,2,298.8,149.4,9,3,3,0.462,18,20,5,2,1,25,1,0.04,2,1,7,1,0.1429,1.55,1.64,0.51,0.799,9,4,2,5,0,0,59.9,68.04,28.0,23.17,47.37,29.27,19.44,75.03,27.37,14.12,Food,Food & Wellness Explorer,76.4,Travel & Adventure Explorer,50.2,Travel & Experiences,0.3552,1,211.55
C08398,2026-05-01,2026-06-29,Social,West,Mobile,3,16,8,3,11,13,7,38,10,6,15,8,3,0,1,147.33,147.33,8,3,6,0.0,16,0,0,0,0,15,1,0.0667,3,1,2,0,0.0,1.43,2.29,0.227,0.671,9,4,2,4,2,6,25.59,23.36,99.03,11.08,22.76,51.59,29.63,22.81,24.07,40.45,Technology,Technology-Oriented Adopter,77.7,Technology-Oriented Adopter,2.1,Technology & Digital Tools,0.3351,1,206.58
C08399,2026-05-01,2026-06-29,Email,Central,Mobile,3,89,24,12,22,34,8,147,26,15,65,34,12,4,4,824.28,206.07,12,3,0,0.79,45,31,7,5,2,23,1,0.0435,2,1,9,1,0.1111,3.25,5.62,0.53,0.885,4,2,1,6,1,3,17.62,22.83,78.43,5.12,15.03,53.68,23.7,21.11,16.08,90.94,Finance,Finance-Aware Planner,75.0,Finance-Aware Planner,0.0,Finance & Planning,0.3797,0,0.0
